current_datetime,current_price
2023-09-08 17:21:01.537407,25794.5
2023-09-08 17:21:31.566776,25773.08
2023-09-08 17:21:41.575824,25773.96
2023-09-08 17:21:41.575824,25773.96
2023-09-08 17:21:51.585495,25775.26
2023-09-08 17:22:01.595498,25784.8
2023-09-08 17:22:11.602169,25769.650000
