datetime,price
2023-08-28 14:20:07.522298,26099.864166666666
2023-08-28 14:21:07.592417,26099.561666666665
2023-08-28 14:22:07.658225,26099.603333333336
2023-08-28 14:23:07.725356,26099.90166666667
2023-08-28 14:24:07.788555,26100.29333333333
2023-08-28 14:25:07.852381,26102.045
2023-08-28 14:26:07.918548,26102.77
2023-08-28 14:27:07.983661,26101.928333333333
2023-08-28 14:28:08.044942,26100.729999999996
2023-08-28 14:29:08.108903,26100.590833333332
2023-08-28 14:30:08.170244,26102.242500000004
2023-08-28 14:31:08.228384,26102.458333333332
2023-08-28 14:32:08.283678,26104.304999999997
2023-08-28 14:33:08.340182,26105.490833333333
2023-08-28 14:34:08.394079,26108.39
2023-08-28 14:35:08.449759,26110.065
2023-08-28 14:36:08.503596,26113.344166666666
2023-08-28 14:37:08.559792,26115.0975
2023-08-28 14:38:08.615728,26118.789166666666
2023-08-28 14:39:08.672799,26118.9375
2023-08-28 14:40:08.731782,26118.739166666666
2023-08-28 14:41:08.790288,26118.403333333335
2023-08-28 14:42:08.850425,26117.382499999996
2023-08-28 14:43:08.907397,26116.316666666666
2023-08-28 14:44:08.964318,26115.1775
2023-08-28 14:45:09.022405,26115.27666666667
2023-08-28 14:46:09.079859,26114.219166666666
2023-08-28 14:47:09.136543,26113.61
2023-08-28 14:48:09.194672,26112.08
2023-08-28 14:49:09.251337,26110.611666666668
2023-08-28 14:50:09.308393,26108.772500000003
2023-08-28 14:51:09.367005,26109.664166666666
2023-08-28 14:52:09.423434,26111.135833333334
2023-08-28 14:53:09.483177,26113.399166666666
2023-08-28 14:54:09.538314,26112.835000000003
2023-08-28 14:55:09.593943,26112.522499999995
2023-08-28 14:56:09.651451,26112.52666666667
2023-08-28 14:57:09.708870,26114.102499999997
2023-08-28 14:58:09.765419,26114.956666666665
2023-08-28 14:59:09.821419,26115.1675
2023-08-28 15:00:09.877858,26115.604166666668
2023-08-28 15:01:09.938382,26116.087499999998
2023-08-28 15:02:09.995368,26117.085000000003
2023-08-28 15:03:10.052688,26117.285
2023-08-28 15:04:10.110392,26119.255
2023-08-28 15:05:10.171898,26117.900000000005
2023-08-28 15:06:10.229594,26119.117500000004
2023-08-28 15:07:10.286161,26120.30083333334
2023-08-28 15:08:10.344573,26123.23
2023-08-28 15:09:10.400486,26122.36333333334
2023-08-28 15:10:10.457327,26121.6775
2023-08-28 15:11:10.515482,26120.900833333333
2023-08-28 15:12:10.572164,26120.21083333333
2023-08-28 15:13:10.629622,26121.2325
2023-08-28 15:14:10.684141,26119.76166666666
2023-08-28 15:15:10.741587,26120.805000000004
2023-08-28 15:16:10.800070,26118.174166666668
2023-08-28 15:17:10.859176,26118.58583333333
2023-08-28 15:18:10.918283,26118.13666666667
2023-08-28 15:19:10.977529,26117.664166666666
2023-08-28 15:20:11.035330,26116.085833333334
2023-08-28 15:21:11.090328,26116.774166666666
2023-08-28 15:22:11.149456,26117.63
2023-08-28 15:23:11.209191,26118.61666666667
2023-08-28 15:24:11.266787,26119.95333333334
2023-08-28 15:25:11.325526,26119.320833333335
2023-08-28 15:26:11.383825,26123.61666666667
2023-08-28 15:27:11.441819,26124.230833333335
2023-08-28 15:28:11.500684,26125.69583333333
2023-08-28 15:29:11.561966,26127.295
2023-08-28 15:30:11.621469,26129.36666666667
2023-08-28 15:31:11.681703,26132.245833333334
2023-08-28 15:32:11.745065,26133.9475
2023-08-28 15:33:11.805917,26135.26166666667
2023-08-28 15:34:11.864585,26136.088333333333
2023-08-28 15:35:11.926816,26137.04833333333
2023-08-28 15:36:11.988840,26136.929166666665
2023-08-28 15:37:12.053888,26138.4575
2023-08-28 15:38:12.112905,26136.5675
2023-08-28 15:39:12.174347,26138.24083333333
2023-08-28 15:40:12.235729,26140.435
2023-08-28 15:41:12.294820,26141.694166666668
2023-08-28 15:42:12.350352,26142.242499999997
2023-08-28 15:43:12.404458,26140.864166666666
2023-08-28 15:44:12.459772,26139.371666666662
2023-08-28 15:45:12.519227,26137.938333333335
2023-08-28 15:46:12.578201,26136.725000000002
2023-08-28 15:47:12.637939,26132.86333333333
2023-08-28 15:48:12.698707,26129.845
2023-08-28 15:49:12.753762,26126.240833333333
2023-08-28 15:50:12.808817,26122.46416666667
2023-08-28 15:51:12.866727,26115.545000000002
2023-08-28 15:52:12.923923,26106.289999999997
2023-08-28 15:53:12.983227,26100.280833333334
2023-08-28 15:54:13.041859,26095.77666666667
2023-08-28 15:55:13.099600,26091.743333333332
2023-08-28 15:56:13.156483,26088.1825
2023-08-28 15:57:13.216730,26085.03833333333
2023-08-28 15:58:13.274192,26081.28333333333
2023-08-28 15:59:13.333847,26080.712500000005
2023-08-28 16:00:13.386820,26078.224999999995
2023-08-28 16:01:13.444298,26077.4725
2023-08-28 16:02:13.502359,26077.823333333334
2023-08-28 16:03:13.559408,26080.41333333333
2023-08-28 16:04:13.614985,26084.8925
2023-08-28 16:05:13.677472,26086.3925
2023-08-28 16:06:13.737481,26087.799166666668
2023-08-28 16:07:13.796953,26090.22333333333
2023-08-28 16:08:13.857455,26094.203333333335
2023-08-28 16:09:13.917572,26095.186666666665
2023-08-28 16:10:13.978230,26097.745
2023-08-28 16:11:14.038484,26100.245000000006
2023-08-28 16:12:14.097490,26103.245000000006
2023-08-28 16:13:14.158089,26105.059999999998
2023-08-28 16:14:14.219503,26105.631666666664
2023-08-28 16:15:14.278538,26106.479166666668
2023-08-28 16:16:14.337867,26107.694999999996
2023-08-28 16:17:14.397787,26109.8625
2023-08-28 16:18:14.460217,26111.6875
2023-08-28 16:19:14.519263,26113.4475
2023-08-28 16:20:14.576312,26114.2
2023-08-28 16:21:14.634476,26115.970833333336
2023-08-28 16:22:14.690944,26117.1825
2023-08-28 16:23:14.749755,26117.612500000003
2023-08-28 16:24:14.806294,26118.125833333328
2023-08-28 16:25:14.863624,26119.10666666667
2023-08-28 16:26:14.921555,26120.227500000005
2023-08-28 16:27:14.980786,26120.814166666667
2023-08-28 16:28:15.040795,26121.345833333336
2023-08-28 16:29:15.097977,26121.69916666667
2023-08-28 16:30:15.159643,26122.575833333332
2023-08-28 16:31:15.219440,26122.72666666667
2023-08-28 16:32:15.277298,26121.479166666668
2023-08-28 16:33:15.338455,26122.766666666666
2023-08-28 16:34:15.398912,26122.57083333333
2023-08-28 16:35:15.457268,26122.9025
2023-08-28 16:36:15.514420,26124.060833333337
2023-08-28 16:37:15.572076,26124.8875
2023-08-28 16:38:15.628913,26124.215833333332
2023-08-28 16:39:15.687421,26124.873333333333
2023-08-28 16:40:15.747923,26126.145833333332
2023-08-28 16:41:15.805579,26126.899166666666
2023-08-28 16:42:15.863578,26126.460000000003
2023-08-28 16:43:15.922321,26127.874166666665
2023-08-28 16:44:15.978852,26130.304999999997
2023-08-28 16:45:16.038369,26131.638333333332
2023-08-28 16:46:16.095494,26133.647500000003
2023-08-28 16:47:16.156562,26135.24583333333
2023-08-28 16:48:16.216162,26135.55333333333
2023-08-28 16:49:16.275944,26135.229999999996
2023-08-28 16:50:16.336293,26136.23166666667
2023-08-28 16:51:16.397384,26135.903333333335
2023-08-28 16:52:16.456002,26135.615
2023-08-28 16:53:16.517972,26135.58166666667
2023-08-28 16:54:16.582003,26136.96416666667
2023-08-28 16:55:16.641688,26136.9025
2023-08-28 16:56:16.704995,26136.815000000002
2023-08-28 16:57:16.762429,26135.800000000003
2023-08-28 16:58:16.822455,26135.884166666667
2023-08-28 16:59:16.883489,26135.854166666668
2023-08-28 17:00:16.942960,26136.798333333336
2023-08-28 17:01:17.003201,26137.627500000002
2023-08-28 17:02:17.063968,26138.964999999997
2023-08-28 17:03:17.125237,26140.710000000003
2023-08-28 17:04:17.182915,26141.70583333333
2023-08-28 17:05:17.241544,26144.899166666666
2023-08-28 17:06:17.299969,26147.233333333334
2023-08-28 17:07:17.359108,26149.53333333333
2023-08-28 17:08:17.417987,26151.55833333333
2023-08-28 17:09:17.479736,26153.92333333333
2023-08-28 17:10:17.539436,26155.280833333334
2023-08-28 17:11:17.598866,26157.528333333335
2023-08-28 17:12:17.656348,26159.480833333335
2023-08-28 17:13:17.713733,26161.75833333333
2023-08-28 17:14:17.771390,26164.21333333333
2023-08-28 17:15:17.828473,26165.871666666662
2023-08-28 17:16:17.887270,26167.275000000005
2023-08-28 17:17:17.950486,26166.099166666667
2023-08-28 17:18:18.010460,26165.035
2023-08-28 17:19:18.068287,26163.541666666668
2023-08-28 17:20:18.127667,26163.176666666666
2023-08-28 17:21:18.188641,26163.593333333334
2023-08-28 17:22:18.249341,26164.153333333332
2023-08-28 17:23:18.316294,26163.564166666667
2023-08-28 17:24:18.378352,26162.38666666667
2023-08-28 17:25:18.440608,26159.924166666668
2023-08-28 17:26:18.501602,26157.36333333333
2023-08-28 17:27:18.563894,26155.773333333334
2023-08-28 17:28:18.622418,26154.025833333337
2023-08-28 17:29:18.680674,26153.33916666667
2023-08-28 17:30:18.741967,26153.470833333336
2023-08-28 17:31:18.802516,26154.202500000003
2023-08-28 17:32:18.863941,26154.03916666667
2023-08-28 17:33:18.930168,26153.57166666667
2023-08-28 17:34:18.994488,26153.2625
2023-08-28 17:35:19.055744,26153.75583333333
2023-08-28 17:36:19.116868,26155.049166666664
2023-08-28 17:37:19.178454,26155.685833333333
2023-08-28 17:38:19.239008,26157.274999999998
2023-08-28 17:39:19.303346,26158.403333333332
2023-08-28 17:40:19.365795,26159.881666666664
2023-08-28 17:41:19.428579,26159.960000000003
2023-08-28 17:42:19.488763,26159.339999999997
2023-08-28 17:43:19.547405,26158.487500000003
2023-08-28 17:44:19.610197,26158.084166666667
2023-08-28 17:45:19.670786,26157.604166666668
2023-08-28 17:46:19.733327,26157.94083333333
2023-08-28 17:47:19.793942,26157.816666666666
2023-08-28 17:48:19.850417,26157.558333333334
2023-08-28 17:49:19.909968,26158.79416666667
2023-08-28 17:50:19.967883,26158.2925
2023-08-28 17:51:20.028780,26157.8075
2023-08-28 17:52:20.090350,26157.27666666667
2023-08-28 17:53:20.150439,26157.11416666667
2023-08-28 17:54:20.208263,26156.772499999995
2023-08-28 17:55:20.265230,26155.563333333335
2023-08-28 17:56:20.322467,26153.98
2023-08-28 17:57:20.382258,26152.200833333332
2023-08-28 17:58:20.439886,26148.838333333333
2023-08-28 17:59:20.499267,26146.329166666663
2023-08-28 18:00:20.557805,26144.26166666667
2023-08-28 18:01:20.616451,26141.364166666666
2023-08-28 18:02:20.673807,26139.196666666667
2023-08-28 18:03:20.731849,26137.398333333334
2023-08-28 18:04:20.788864,26134.155833333334
2023-08-28 18:05:20.846796,26132.26833333333
2023-08-28 18:06:20.903858,26128.486666666668
2023-08-28 18:07:20.963460,26125.505833333333
2023-08-28 18:08:21.022758,26123.118333333332
2023-08-28 18:09:21.084008,26120.5325
2023-08-28 18:10:21.141328,26119.093333333334
2023-08-28 18:11:21.199735,26116.39916666667
2023-08-28 18:12:21.259756,26113.556666666667
2023-08-28 18:13:21.321927,26112.064166666667
2023-08-28 18:14:21.382952,26110.739166666666
2023-08-28 18:15:21.443892,26109.159166666665
2023-08-28 18:16:21.504798,26108.90166666667
2023-08-28 18:17:21.566230,26107.81
2023-08-28 18:18:21.624089,26107.928333333333
2023-08-28 18:19:21.680720,26108.324999999997
2023-08-28 18:20:21.739449,26108.169166666663
2023-08-28 18:21:21.796338,26109.64833333333
2023-08-28 18:22:21.855328,26110.257500000003
2023-08-28 18:23:21.915454,26112.135833333334
2023-08-28 18:24:21.977498,26117.4375
2023-08-28 18:25:22.035879,26119.024166666666
2023-08-28 18:26:22.097557,26119.485
2023-08-28 18:27:22.157303,26120.485
2023-08-28 18:28:22.215365,26121.704166666666
2023-08-28 18:29:22.275896,26121.997499999998
2023-08-28 18:30:22.336572,26123.352500000005
2023-08-28 18:31:22.393855,26124.329166666666
2023-08-28 18:32:22.452371,26125.468333333334
2023-08-28 18:33:22.512635,26125.07666666667
2023-08-28 18:34:22.571547,26124.65166666667
2023-08-28 18:35:22.630711,26124.513333333332
2023-08-28 18:36:22.695676,26119.277499999997
2023-08-28 18:37:22.757418,26118.168333333335
2023-08-28 18:38:22.816942,26117.23166666667
2023-08-28 18:39:22.875093,26114.91083333333
2023-08-28 18:40:22.935133,26112.193333333333
2023-08-28 18:41:22.996910,26114.058333333334
2023-08-28 18:42:23.054838,26111.834166666667
2023-08-28 18:43:23.117646,26111.37833333333
2023-08-28 18:44:23.179929,26109.7525
2023-08-28 18:45:23.241168,26108.5675
2023-08-28 18:46:23.300834,26107.5475
2023-08-28 18:47:23.360930,26104.939166666667
2023-08-28 18:48:23.421213,26104.53333333333
2023-08-28 18:49:23.482721,26103.525833333333
2023-08-28 18:50:23.539156,26102.71416666666
2023-08-28 18:51:23.599324,26102.985
2023-08-28 18:52:23.663170,26103.566666666666
2023-08-28 18:53:23.725197,26100.50833333333
2023-08-28 18:54:23.788771,26101.576666666664
2023-08-28 18:55:23.845857,26102.073333333334
2023-08-28 18:56:23.903938,26103.779166666664
2023-08-28 18:57:23.963145,26105.58083333333
2023-08-28 18:58:24.023545,26108.266666666663
2023-08-28 18:59:24.084136,26112.365
2023-08-28 19:00:24.143799,26115.396666666667
2023-08-28 19:01:24.203562,26118.061666666665
2023-08-28 19:02:24.259846,26121.031666666666
2023-08-28 19:03:24.317717,26123.55916666667
2023-08-28 19:04:24.376936,26126.345
2023-08-28 19:05:24.439104,26129.410000000003
2023-08-28 19:06:24.496579,26132.63
2023-08-28 19:07:24.553682,26134.99166666667
2023-08-28 19:08:24.615565,26136.104999999996
2023-08-28 19:09:24.678436,26137.255
2023-08-28 19:10:24.737666,26137.6575
2023-08-28 19:11:24.796873,26136.278333333332
2023-08-28 19:12:24.856166,26135.388333333336
2023-08-28 19:13:24.916729,26134.087499999998
2023-08-28 19:14:24.977593,26132.573333333334
2023-08-28 19:15:25.039112,26131.059166666662
2023-08-28 19:16:25.099373,26129.27333333333
2023-08-28 19:17:25.156698,26125.37833333333
2023-08-28 19:18:25.214321,26120.394166666665
2023-08-28 19:19:25.270741,26114.334166666667
2023-08-28 19:20:25.336153,26108.055833333336
2023-08-28 19:21:25.397349,26099.972500000003
2023-08-28 19:22:25.457284,26088.7675
2023-08-28 19:23:25.520408,26072.3575
2023-08-28 19:24:25.578920,26056.332500000004
2023-08-28 19:25:25.636242,26040.596666666668
2023-08-28 19:26:25.696468,26025.83666666667
2023-08-28 19:27:25.754833,26011.373333333337
2023-08-28 19:28:25.816448,25997.482500000002
2023-08-28 19:29:25.876771,25987.975000000002
2023-08-28 19:30:25.939397,25978.86
2023-08-28 19:31:26.001488,25970.9575
2023-08-28 19:32:26.058475,25964.8025
2023-08-28 19:33:26.120140,25961.623333333333
2023-08-28 19:34:26.180243,25960.34833333333
2023-08-28 19:35:26.239331,25966.380833333333
2023-08-28 19:36:26.303673,25971.541666666668
2023-08-28 19:37:26.363950,25976.603333333333
2023-08-28 19:38:26.423435,25981.661666666667
2023-08-28 19:39:26.487256,25985.536666666667
2023-08-28 19:40:26.545604,25989.294166666663
2023-08-28 19:41:26.607540,25989.558333333334
2023-08-28 19:42:26.665903,25993.660000000003
2023-08-28 19:43:26.724295,25993.495
2023-08-28 19:44:26.785357,25992.712499999998
2023-08-28 19:45:26.846971,25990.7625
2023-08-28 19:46:26.906286,25990.0125
2023-08-28 19:47:26.966538,25990.512499999997
2023-08-28 19:48:27.024406,25990.843333333334
2023-08-28 19:49:27.086262,25990.00833333333
2023-08-28 19:50:27.147176,25987.76833333333
2023-08-28 19:51:27.207122,25985.477499999997
2023-08-28 19:52:27.266295,25984.171666666665
2023-08-28 19:53:27.323680,25984.166666666668
2023-08-28 19:54:27.382335,25980.623333333333
2023-08-28 19:55:27.445280,25980.66
2023-08-28 19:56:27.504322,25981.521666666667
2023-08-28 19:57:27.560888,25982.509166666667
2023-08-28 19:58:27.620397,25983.21083333333
2023-08-28 19:59:27.680087,25980.819166666668
2023-08-28 20:00:27.740446,25979.066666666666
2023-08-28 20:01:27.797654,25978.7775
2023-08-28 20:02:27.859443,25980.153333333335
2023-08-28 20:03:27.916954,25983.769166666665
2023-08-28 20:04:27.973493,25985.29416666667
2023-08-28 20:05:28.033295,25984.938333333328
2023-08-28 20:06:28.096948,25985.78333333333
2023-08-28 20:07:28.159916,25986.145833333332
2023-08-28 20:08:28.218384,25986.344166666662
2023-08-28 20:09:28.275895,25989.069166666664
2023-08-28 20:10:28.335249,25992.284166666665
2023-08-28 20:11:28.392278,25994.700833333332
2023-08-28 20:12:28.450774,25996.653333333332
2023-08-28 20:13:28.511982,25999.277499999997
2023-08-28 20:14:28.573542,26000.891666666663
2023-08-28 20:15:28.631976,25998.895
2023-08-28 20:16:28.691442,25997.790833333333
2023-08-28 20:17:28.750468,25998.67916666667
2023-08-28 20:18:28.808219,26001.377500000002
2023-08-28 20:19:28.866291,26005.314166666667
2023-08-28 20:20:28.928823,26008.830833333337
2023-08-28 20:21:28.991346,26006.82416666667
2023-08-28 20:22:29.060826,26004.47666666667
2023-08-28 20:23:29.122315,26004.408333333336
2023-08-28 20:24:29.180073,26004.400833333333
2023-08-28 20:25:29.237754,26004.523333333334
2023-08-28 20:26:29.294276,26002.9425
2023-08-28 20:27:29.350918,26003.614166666666
2023-08-28 20:28:29.414087,26004.295
2023-08-28 20:29:29.473513,26004.581666666665
2023-08-28 20:30:29.531410,26002.771666666667
2023-08-28 20:31:29.588372,26000.775833333333
2023-08-28 20:32:29.643446,25997.60083333333
2023-08-28 20:33:29.701317,25997.12
2023-08-28 20:34:29.763947,25997.471666666665
2023-08-28 20:35:29.825088,25997.416666666668
2023-08-28 20:36:29.888765,25997.128333333338
2023-08-28 20:37:29.949870,25996.301666666666
2023-08-28 20:38:30.010768,25997.585833333334
2023-08-28 20:39:30.075478,25998.63666666667
2023-08-28 20:40:30.141891,25999.224166666667
2023-08-28 20:41:30.200845,25999.593333333334
2023-08-28 20:42:30.263638,25999.64333333333
2023-08-28 20:43:30.325958,25999.039166666666
2023-08-28 20:44:30.388527,25999.47666666667
2023-08-28 20:45:30.454626,25998.73833333333
2023-08-28 20:46:30.513184,25997.38916666667
2023-08-28 20:47:30.571823,25996.19583333333
2023-08-28 20:48:30.627798,25995.054999999997
2023-08-28 20:49:30.686439,25993.6125
2023-08-28 20:50:30.747583,25992.17583333333
2023-08-28 20:51:30.813127,25990.666666666668
2023-08-28 20:52:30.873382,25988.885833333334
2023-08-28 20:53:30.933874,25987.47
2023-08-28 20:54:30.994384,25985.739166666666
2023-08-28 20:55:31.053935,25984.83916666667
2023-08-28 20:56:31.111919,25983.911666666667
2023-08-28 20:57:31.171423,25983.786666666667
2023-08-28 20:58:31.231428,25983.036666666667
2023-08-28 20:59:31.291756,25982.263333333336
2023-08-28 21:00:31.353064,25981.86666666667
2023-08-28 21:01:31.412458,25982.334166666667
2023-08-28 21:02:31.471568,25982.36666666667
2023-08-28 21:03:31.528874,25982.225000000002
2023-08-28 21:04:31.588460,25980.873333333333
2023-08-28 21:05:31.648622,25981.129166666666
2023-08-28 21:06:31.707951,25980.479166666668
2023-08-28 21:07:31.770456,25978.923333333336
2023-08-28 21:08:31.827970,25981.005
2023-08-28 21:09:31.888259,25980.15416666667
2023-08-28 21:10:31.950932,25979.37
2023-08-28 21:11:32.011609,25977.979166666668
2023-08-28 21:12:32.072733,25976.5625
2023-08-28 21:13:32.132208,25975.773333333334
